__typename,id,movie_id,scene_description,time_description,played_count,is_trailer,user_scene_id,user_time_id,user_song_id,ts_id,ts_link,ts_thumbnail,song.__typename,song.id,song.name,song.artist.__typename,song.artist.id,song.artist.name,song.artist.slug,song.previewUrl,song.spotifyImg64,song.spotifyUri,song.appleMusicUrl,song.appleMusicPreviewUrl,song.youtube_id,song.track_number,song.contributor_user_id
SongToMovieType,11612,704,Mal shoots Arthur in the knee. Cobb manages to kill him and escape with the envelope. Saito wakes up in Nash's dream.,8.0,7135,,5.0,,5,647f8a2366af417c3f166770,https://share.tunespotter.com/bqAVkIzguCb,spot/647f8a2366af417c3f166770/thumbnail/1686080035481,SongType,10693,Dream Is Collapsing,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/093b3bc970c2bd8dfcff8673c79c576e581a637a,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:5xKVYMxOHB2XRLCUafFrz6,https://geo.music.apple.com/us/album/dream-is-collapsing/id380349905?i=380350137,http://a231.phobos.apple.com/us/r1000/079/Music/e3/a3/5b/mzm.xonnmumc.aac.p.m4a,,,5.0
SongToMovieType,11617,704,Cobb meets Ariadne. Her first lesson in shared dreaming,24.0,5866,,5.0,,5,,,,SongType,10700,One Simple Idea,ArtistType,1348,Hans Zimmer,Hans-Zimmer,0,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:3C12og48CWBrxVV2FK6Dhw,https://geo.music.apple.com/us/album/one-simple-idea/id380349905?i=380350184,http://a188.phobos.apple.com/us/r1000/110/Music/01/77/2a/mzm.tajckacj.aac.p.m4a,,,5.0
SongToMovieType,11622,704,Ariadne's first experience as the Architect. She ends up being stabbed by Mal,30.0,5205,,5.0,,5,,,,SongType,10696,Radical Notion,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/d194f8e97063b0d7f997ea4b3cdecd57075983bf,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:7G799Mcsbvfn5TSWZ7u7gI,https://geo.music.apple.com/us/album/radical-notion/id380349905?i=380350140,http://a663.phobos.apple.com/us/r1000/072/Music/ad/f1/65/mzm.skglhofl.aac.p.m4a,,,5.0
SongToMovieType,11618,704,Cobb has a narrow escape in Mombassa with Saito's help,37.0,4061,,5.0,,5,,,,SongType,10699,Mombasa,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/e47443db922b62c76b45b19a8c989c284d3b2c5e,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:77QDBf1zTvyegtTpAO5EpH,https://geo.music.apple.com/us/album/mombasa/id380349905?i=380350183,http://a1658.phobos.apple.com/us/r1000/078/Music/21/9f/e6/mzm.dgrvdawf.aac.p.m4a,,,5.0
SongToMovieType,11616,704,Cobb tells Ariadne how he and Mal spent years in limbo and how even after she was obsessed with the idea that this world isn't real,75.0,4827,,5.0,,5,,,,SongType,10695,We Built Our Own World,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/96d22c9d2eb850bd53f9b606e949a6b310a5ee2d,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:1VCBfWtJOGPV3mtGw8mSlW,https://geo.music.apple.com/us/album/we-built-our-own-world/id380349905?i=380350131,http://a788.phobos.apple.com/us/r1000/114/Music/4f/6c/f2/mzm.ecnlttfb.aac.p.m4a,,,5.0
SongToMovieType,11620,704,Fischer enters the safe room to find his father on his deathbed. He enters the code and finds the testament,129.0,4574,,5.0,,5,,,,SongType,10698,528491,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/df88f4393e245a8c7bd0bb9e04f8ec7117a41f72,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:6s543KncTsc2rJtMd6kJ8v,https://geo.music.apple.com/us/album/528491/id380349905?i=380350149,http://a1064.phobos.apple.com/us/r1000/100/Music/aa/0f/c8/mzm.dwueetgb.aac.p.m4a,,,5.0
SongToMovieType,11624,704,Cobb reminds Mal that they did grow old together. He finally lets her go. Meanwhile in the other layer everybody gets out of the sinking van. In limbo Cobb meets old Saito and convinces him to go back and fulfil his promise,133.0,4633,,5.0,,5,,,,SongType,10702,Paradox,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/0444121eb22ae8f18489a46f35b3cb69ca63c310,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:3NVrDGv0eYHeN4M8Abf4UX,https://geo.music.apple.com/us/album/paradox/id380349905?i=380350244,http://a262.phobos.apple.com/us/r1000/116/Music/e7/4f/0b/mzm.upidldmh.aac.p.m4a,,,5.0
SongToMovieType,14095,704,"Everybody wakes up onboard of the plane. Saito makes a call to settle Cobb's problems. Airport scene, Cobb is let into the US. He returns to his
",137.0,6013,,,,5,,,,SongType,13712,Time,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/eb463247243646de10aa4d9b3f2c0c8b836c1dc8,https://i.scdn.co/image/ac6cb7cc9b6d9b373f161990debdbe0f5f82532a,spotify:track:6ZFbXIJkuI1dVNWvzJzown,https://geo.music.apple.com/us/album/time/380349905?i=380350246,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/93/5e/67/mzm.qrlrwidn.aac.p.m4a,,,5.0
SongToMovieType,11625,704,,,4064,,,,5,,,,SongType,10701,Dream Within a Dream,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/c1362568ced8530e5c626ad3ed9ad2e08b4c22eb,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:7ifWgqspqvPpQWXCfyrho4,https://geo.music.apple.com/us/album/dream-within-a-dream/id380349905?i=380350188,http://a795.phobos.apple.com/us/r1000/115/Music/d4/69/15/mzm.bwjfgtbb.aac.p.m4a,Q6OyIKP26mY,,5.0
SongToMovieType,11621,704,,,3509,,,,5,,,,SongType,10697,Old Souls,ArtistType,1348,Hans Zimmer,Hans-Zimmer,https://p.scdn.co/mp3-preview/3081dd2097abd81ace1779e80f55949a233a4e4b,https://i.scdn.co/image/ab67616d00004851a883e26f90ab617c91b90e56,spotify:track:3maMYEbpgp1ttMONc8Wjyr,https://geo.music.apple.com/us/album/old-souls/id380349905?i=380350146,http://a726.phobos.apple.com/us/r1000/100/Music/ac/cd/82/mzm.isgusdki.aac.p.m4a,,,5.0
SongToMovieType,11626,704,Used in different moments to synchronize the kick,,5748,,5.0,,5,,,,SongType,80070,"Non, je ne regrette rien",ArtistType,2747,Edith Piaf,Edith-Piaf,https://p.scdn.co/mp3-preview/59bad8ddea7ca09cace1c6de4f383dcb6418ca04?cid=9c8905a1915a4bae8725b70bbc14b31c,https://i.scdn.co/image/ab67616d000048513d69a1082b9d676263912178,spotify:track:3dkIE8P7hvl3tHl9KSb6dA,https://geo.music.apple.com/us/album/non-je-ne-regrette-rien/id726378402?i=726380514,http://a1915.phobos.apple.com/us/r1000/043/Music6/v4/6a/56/d3/6a56d3e2-7c0b-0452-ed54-b2a8c3676f8d/mzaf_4800823419292724922.plus.aac.p.m4a,Q3Kvu6Kgp88,,122858.0
SongToMovieType,11619,704,,,24,,,,5,,,,SongType,10704,Don't Think About Elephants,ArtistType,1348,Hans Zimmer,Hans-Zimmer,,,,,,,,5.0
SongToMovieType,11623,704,"Cobb arrives on beach in limbo. He converses with Saito, then with Mal, finds Saito's envelope, is intercepted, and ends when he is dunked in water.",,30,,5.0,,5,,,,SongType,10703,Projections,ArtistType,1348,Hans Zimmer,Hans-Zimmer,,,,,,,,5.0
SongToMovieType,1104,608,"Donkey is singing various songs to Shrek
",0.0,87,,5.0,,5,,,,SongType,19315,Papa Don't Preach,ArtistType,9761,Brian Elliott,Brian-Elliott,,,,,,,,5.0
SongToMovieType,55859,608,Playing in the cemetery at the start of the movie.,1.0,6320,,5.0,,5,,,,SongType,1887,Dueling Banjos,ArtistType,1409,Arthur Smith,Arthur-Smith,https://p.scdn.co/mp3-preview/7b294e51435de6ffeb85e2e0e346bdd9405888a1,https://i.scdn.co/image/ab67616d00004851fcc9d55c1355dc24e132c7e5,spotify:track:5vdJbp1aH7VLrflsExibBv,https://geo.music.apple.com/us/album/deuling-banjos/535339223?i=535339332,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/f4/f3/41/mzi.rijlezfs.aac.p.m4a,TmMk9tsCjsc,,5.0
SongToMovieType,10099,608,"First song ""Night Mare"" by Jeremy Steig.",2.0,4999,,46424.0,,5,,,,SongType,9257,Night Mare,ArtistType,5575,Jeremy Steig,Jeremy-Steig,,,,,,xJOCOV8A6T4,,5.0
SongToMovieType,10097,608,Second song. Sung by donkey.,4.0,6182,,5.0,,5,,,,SongType,9251,You've Got a Friend,ArtistType,3597,Carole King,Carole-King,https://p.scdn.co/mp3-preview/b6464feb2605727603b84277df5d907c7a3583ec,https://i.scdn.co/image/27c24d9e16780159278bc704538ea4fdd5772003,spotify:track:6NdGctoSJkQ9uyCkrn7w3v,https://geo.music.apple.com/us/album/youve-got-a-friend/id278129200?i=278129316,http://a488.phobos.apple.com/us/r1000/004/Music/25/8b/95/mzm.jrkdghcq.aac.p.m4a,UlDI4g5ab1g,,5.0
SongToMovieType,7837,608,"Sung by Puss (Banderas)
",5.0,7097,,5.0,,5,,,,SongType,17602,One Love,ArtistType,9361,Antonio Banderas,Antonio-Banderas,https://p.scdn.co/mp3-preview/a1349adf00e27425b6b5fc306cd2b7a44d8233ab,https://i.scdn.co/image/238a4c5526c8a323ac66fa9c62ace6447a103184,spotify:track:0jlFvfcJUUay0Wxu4rW809,https://geo.music.apple.com/us/album/one-love/id372087889?i=372087904,http://a1954.phobos.apple.com/us/r1000/070/Music/80/51/8a/mzm.aawohzfa.aac.p.m4a,,,5.0
SongToMovieType,10095,608,Shrek and his famiy and friends are flying on the dragon.,8.0,8403,,5.0,,5,,,,SongType,9252,Isn't It Strange,ArtistType,2504,Scissor Sisters,Scissor-Sisters,https://p.scdn.co/mp3-preview/cdabed4a559201d49110c492c58ad80b3dbce46d,https://i.scdn.co/image/238a4c5526c8a323ac66fa9c62ace6447a103184,spotify:track:3200Nazby8cbVqRcLmo36n,https://geo.music.apple.com/us/album/isnt-it-strange/372087889?i=372087896,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/40/0f/d2/mzm.ypbhaigq.aac.p.m4a,Fsco9s1J1bI,,5.0
SongToMovieType,7983,608,After Shrek signs the contract with Rumplestilskins and spends his day terrorizing the village.,19.0,8175,,5.0,,5,62e00f16f2c96f83804b06aa,https://share.tunespotter.com/8iC8kNnguCb,spot/62e00f16f2c96f83804b06aa/thumbnail/1658851094853,SongType,18204,Top of the World,ArtistType,7623,Carpenters,Carpenters,https://p.scdn.co/mp3-preview/a7153e9d14adb42fbf27d9957ceac44c0bfbc703,https://i.scdn.co/image/fedd320f2ce2e4b50df4718fd1fab122c293ee15,spotify:track:7v6itCagc1597FmxaYoR3z,https://geo.music.apple.com/us/album/top-of-the-world/id372087889?i=372087906,http://a1538.phobos.apple.com/us/r1000/060/Music/32/2a/27/mzm.uulvvbig.aac.p.m4a,lZsHvcojLOQ,,5.0
SongToMovieType,10102,608,Shrek is captured when he realizes something is wrong with the contract.,24.0,88,,5.0,,5,,,,SongType,9253,'Tomorrow' from 'Annie',ArtistType,4873,Martin Charnin and Charles Strouse,Martin-Charnin-and-Charles-Strouse,,,,,,,,5.0
SongToMovieType,55860,608,After the witch whips Donkey,26.0,3943,,5.0,,5,,,,SongType,9255,Hit Me With Your Best Shot,ArtistType,3021,Pat Benatar,Pat-Benatar,https://p.scdn.co/mp3-preview/2872ca60120a2bee509ffa1cbffad801818d36bb,https://i.scdn.co/image/e100ce3463cacc9561e9418afac103ad868203c4,spotify:track:7bIsEIih44b4XwsyiSBA33,https://geo.music.apple.com/us/album/hit-me-with-your-best-shot/id76921427?i=76921005,http://a1879.phobos.apple.com/us/r1000/069/Music/97/77/79/mzm.zsuetmgp.aac.p.m4a,XLfO2slviaA,,5.0
SongToMovieType,10098,608,Playing while the witches are dancing at Rumpel's castle.,27.0,7197,,,,5,,,,SongType,9256,Rumpel's Party Palace,ArtistType,5574,Mike Simpson,Mike-Simpson,https://p.scdn.co/mp3-preview/b465fa75051dcd63fd8fd533058e5a907216145b,https://i.scdn.co/image/67d602516909085dbafa3d107bbc7051ebbff83b,spotify:track:2a4V0TAOJ1p8HLTgdw0Rma,https://geo.music.apple.com/us/album/rumpels-party-palace/372087889?i=372087908,https://audio-ssl.itunes.apple.com/apple-assets-us-std-000001/Music/b8/60/2f/mzm.qtnsimgm.aac.p.m4a,-j8Ilh4Qo2o,,5.0
SongToMovieType,10731,608,"Song when Shrek flies away on the broom after escaping from the castle.
",31.0,5168,,5.0,,5,,,,SongType,18290,Click Click,ArtistType,9526,Light FM & Lloyd Hemmings,Light-FM-and-Lloyd-Hemmings,,,,https://geo.music.apple.com/us/album/click-click/id372087889?i=372087910,http://a739.phobos.apple.com/us/r1000/084/Music/23/69/93/mzm.wwyuirhi.aac.p.m4a,,,5.0
SongToMovieType,10106,608,The pied piper makes the witches dance to his flute.,52.0,6679,,5.0,,5,62e0106ef2c96f83804b06e7,https://share.tunespotter.com/It0nnNnguCb,spot/62e0106ef2c96f83804b06e7/thumbnail/1658851438836,SongType,12864,Sure Shot,ArtistType,452,Beastie Boys,Beastie-Boys,https://p.scdn.co/mp3-preview/c3f6434bf2fb02e6ec12315b747bef111eb27219,https://i.scdn.co/image/45797b580957450da67577c84c093562ea757271,spotify:track:1WrcUjLuMg6j1ap3vOHt6C,http://geo.music.apple.com/us/album/sure-shot/id16581147?i=16580783,http://a1.mzstatic.com/us/r1000/020/Music/44/39/9d/mzi.jnzvbpjy.aac.p.m4a,vQVMcGLBkH8,,5.0
SongToMovieType,10105,608,Donkey is performing his eye tricks for the Ogres.,53.0,5100,,5.0,,5,,,,SongType,4164,These Eyes,ArtistType,189,The Guess Who,The-Guess-Who,https://p.scdn.co/mp3-preview/0f19f00aea0d09bf72cbc3589c6d27e0822fa38b,https://i.scdn.co/image/dae6d02b7a065218e5f05c39c74d468cac979c63,spotify:track:4D9cwfQ6nE28drKqlmVf1V,https://geo.music.apple.com/us/album/these-eyes/id258602681?i=258602723,http://a740.phobos.apple.com/us/r1000/025/Music1/v4/a9/8f/1e/a98f1e04-7a89-b2cd-ded2-ca6185c0a3da/mzaf_7616884827600335122.plus.aac.p.m4a,ghtML1_Tb00,,5.0
SongToMovieType,10104,608,Shrek and Fiona practice fighting/sparring together.,55.0,7220,,5.0,,5,,,,SongType,9259,Darling I Do,ArtistType,5576,Landon Pigg and Lucy Schwartz,Landon-Pigg-and-Lucy-Schwartz,,,,https://geo.music.apple.com/us/album/darling-i-do/id372087889?i=372087916,http://a1898.phobos.apple.com/us/r1000/071/Music/9c/76/17/mzm.mrreqefb.aac.p.m4a,OQlmEuD5njI,,5.0
SongToMovieType,10107,608,Donkey tries to woo the dragon.,74.0,3536,,5.0,,5,62e011e09fbdd651acbb4ef2,https://share.tunespotter.com/6iCPkNnguCb,spot/62e011e09fbdd651acbb4ef2/thumbnail/1658851808300,SongType,4440,Hello,ArtistType,2160,Lionel Richie,Lionel-Richie,https://p.scdn.co/mp3-preview/ea400a252dc6d9d5a1af180291d3ebba9e90cf5d,https://i.scdn.co/image/ab67616d00001e027ebe4ccb79ca0dc76356b9bb,spotify:track:7BwzxewO51uEBAPxqcNFII,https://geo.music.apple.com/us/album/hello/id2872246?i=2872181,http://a383.phobos.apple.com/us/r1000/060/Music/17/48/16/mzm.awpsdqqn.aac.p.m4a,PDZcqBgCS74,,5.0
SongToMovieType,4492,608,"Last song at end of movie. First song during end credits.
",81.0,4689,,5.0,,5,,,,SongType,19296,I'm a Believer,ArtistType,275,Weezer,Weezer,https://p.scdn.co/mp3-preview/cbf138c37a438eeb2ec689d8d45c82253b6b2ed6,https://i.scdn.co/image/67d602516909085dbafa3d107bbc7051ebbff83b,spotify:track:0DWuuG2T4j4CdX03Ovwo0p,https://geo.music.apple.com/us/album/im-a-believer/id372087889?i=372087939,http://a1297.phobos.apple.com/us/r1000/082/Music/04/b7/d8/mzm.uiaicrka.aac.p.m4a,tR829eFC78s,,5.0
SongToMovieType,9294,608,"2nd song in the end credits.
",82.0,4725,,5.0,,5,62e012ed0901c1c532f78434,https://share.tunespotter.com/oF6dsNnguCb,spot/62e012ed0901c1c532f78434/thumbnail/1658852077166,SongType,56153,For Once In My Life,ArtistType,205,Stevie Wonder,Stevie-Wonder,https://p.scdn.co/mp3-preview/85ddf7b835e7804d5a5e6839e216b4188ed450b3,https://i.scdn.co/image/55a17779d96462acff31d3e09147706f8cdaedc9,spotify:track:4kP69y3GKHi9tXckfgp4bK,https://geo.music.apple.com/us/album/for-once-in-my-life/id933020048?i=933020052,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/24/a4/9b/24a49bc6-cfda-8b79-ab05-832b9a3cc84a/mzaf_8982988452005604603.plus.aac.p.m4a,imsB543zqSM,,5.0
