episode_id,episode_name,episode_air_date,episode_season_id,episode_tvshow_id,episode_episode_number,episode_tmdb_episode_id,episode_tvshow_name,episode_tvshow_year,episode_tvshow_composer,episode_tvshow_firstAirDate,episode_tvshow_network,episode_tvshow_song_count,episode_tvshow_tmdbId,episode_tvshow_imdbId,episode_tvshow_status,episode_tvshow_view_count,episode_tvshow_theme_song_id,episode_tvshow_theme_song,episode_tvshow_contributor_user_id,episode_season_season_number,episode_tvshow_theme_song_name,episode_tvshow_theme_song_artist_id,episode_tvshow_theme_song_artist_name,episode_tvshow_theme_song_appleMusicUrl,song_id,scene_description,time_description,song_name,song_artist_id,song_artist_name,song_spotifyUri,song_appleMusicUrl,song_about,song_releaseYear,song_contributor_user_id
124218,Episode 8,2022-02-12T00:00:00.000Z,200778,100866,8,,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,3,,,,,633534.0,,,Stone Cold,11159.0,Demi Lovato,spotify:track:56twMOlq9DJc3EgpVUVIrW,https://music.apple.com/us/album/stone-cold/1440635308?i=1440635750,,,171889.0
123932,Episode 6,2020-02-01T00:00:00.000Z,200776,100866,6,2062170.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,257981.0,,,High Hopes,7970.0,Panic! At the Disco,spotify:track:1rqqCSm0Qe4I9rUvWncaom,https://geo.music.apple.com/us/album/high-hopes/1361152002?i=1361152303,,,43497.0
123932,Episode 6,2020-02-01T00:00:00.000Z,200776,100866,6,2062170.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,12457.0,,,Firework,459.0,Katy Perry,spotify:track:4pO8c4VMSZevsfDIY8vsWi,http://geo.music.apple.com/us/album/firework/id387712061?i=387712108,,,5.0
123932,Episode 6,2020-02-01T00:00:00.000Z,200776,100866,6,2062170.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,1630.0,,,My Heart Will Go On - Tony Moran's Anthem Vocal,9897.0,Céline Dion,spotify:track:7vjLU1eZHNAZQRhMB4B4Z5,,,,5.0
123932,Episode 6,2020-02-01T00:00:00.000Z,200776,100866,6,2062170.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,633463.0,,,Heaven,4099.0,DJ Sammy,spotify:track:72SpPFrMYCXLB3Fbw9tEgf,https://music.apple.com/us/album/heaven/17769934?i=17769882,,,122858.0
123932,Episode 6,2020-02-01T00:00:00.000Z,200776,100866,6,2062170.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,229284.0,,,Human,27167.0,Rag'n'Bone Man,spotify:track:58zsLZPvfflaiIbNWoA22O,https://geo.music.apple.com/us/album/human/1173599753?i=1173600369,,,5.0
123932,Episode 6,2020-02-01T00:00:00.000Z,200776,100866,6,2062170.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,230770.0,,,I'd Do Anything For Love (But I Won't Do That),7206.0,Meat Loaf,spotify:track:391CwgcBxvUHmEKda2b5In,https://music.apple.com/us/album/id-do-anything-for-love-but-i-wont-do-that/1440790017?i=1440790030,,,5.0
123932,Episode 6,2020-02-01T00:00:00.000Z,200776,100866,6,2062170.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,633465.0,,,I'll Never Love - Extended Version - Radio Edit,127463.0,Lady Gaga,spotify:track:54e5nUP7pHqVfaiCsq9FpW,,,,171889.0
123934,Episode 8,2020-02-15T00:00:00.000Z,200776,100866,8,2071313.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,223096.0,,,The Greatest Show,8838.0,Hugh Jackman & The Greatest Showman Ensemble,spotify:track:43ay9lQZ5rfNcOOHhRF2cM,https://geo.music.apple.com/us/album/the-greatest-show/1299856714?i=1299856904,,,5.0
123934,Episode 8,2020-02-15T00:00:00.000Z,200776,100866,8,2071313.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,633474.0,,,Cry Me A River,836.0,Ella Fitzgerald,spotify:track:5jkd3e1qgmsTWJm3NvQ7X4,,,,171889.0
123934,Episode 8,2020-02-15T00:00:00.000Z,200776,100866,8,2071313.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,633475.0,,,Supercalifragilisticexpialidocious,6169.0,Julie Andrews,spotify:track:7fImDWw5bcUhRbZ0w1ny4J,,,,171889.0
123934,Episode 8,2020-02-15T00:00:00.000Z,200776,100866,8,2071313.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,633441.0,,,Black Magic,12627.0,Little Mix,spotify:track:6rmXhRIemCTPyMYZRDN7Qg,,,,171889.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,633466.0,,,Don't Get Me Wrong - 2007 Remaster,9183.0,Pretenders,spotify:track:6Wiamk8BAAP50gAAJopsy2,,,,171889.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,208851.0,,,Chandelier,5711.0,Sia,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,https://geo.music.apple.com/us/album/chandelier/882945378?i=882945383,,,5.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,633467.0,,,Somewhere (feat. Josh Groban),131848.0,Barbra Streisand,spotify:track:2mMgy7j53y0julP4fNWdNu,,,,171889.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,86367.0,,,Holding Out for a Hero,25910.0,Bonnie Tyler,spotify:track:61UU9qfuXmdFyqCSE7v5gz,https://geo.music.apple.com/us/album/holding-out-for-a-hero/id209743140?i=209743602,,,43497.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,66329.0,,,Greatest Love of All,3029.0,Whitney Houston,spotify:track:6yJxCltgtmGxIgKOS6ndnu,https://geo.music.apple.com/us/album/greatest-love-of-all/id251101179?i=251101506,,,5.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,6965.0,,,Do You Really Want To Hurt Me,1419.0,Culture Club,spotify:track:1CvYqGF4t3haWIZZOkofpx,https://geo.music.apple.com/us/album/do-you-really-want-to-hurt-me/id714832683?i=714832721,,,5.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,218546.0,,,My Way,5.0,Frank Sinatra,,https://geo.music.apple.com/us/album/my-way/id717552717?i=717552739,,,43497.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,252894.0,,,Vogue,412.0,Madonna,spotify:track:27QvYgBk0CHOVHthWnkuWt,https://geo.music.apple.com/us/album/vogue/329043011?i=329043278,,,5.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,562.0,,,Work It Out - Radio Edit,9255.0,Beyoncé,spotify:track:7tKOU9Lcqt8IbOe569Oceh,https://geo.music.apple.com/us/album/work-it-out-radio-edit/id62442351?i=62442306,,,5.0
123933,Episode 7,2020-02-08T00:00:00.000Z,200776,100866,7,2067781.0,The Masked Singer,2020,,2020-01-04,ITV,172,96907,tt10477884,Returning Series,3697136,,,171889,1,,,,,45814.0,,,Careless Whisper,450.0,George Michael,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://geo.music.apple.com/us/album/careless-whisper/id193084944?i=193085066,,,5.0
139722,I Believe in Aliens,2022-09-28T00:00:00.000Z,200632,100664,16,3908036.0,Resident Alien,2021,Noah Sorota ,2021-01-27,Syfy,252,96580,tt8690918,Returning Series,1865154,606192.0,,122858,2,Bilgewater,25196.0,Brown Bird,https://music.apple.com/us/album/bilgewater/432259140?i=432259147,681239.0,Time unfreezes in the diner and Harry storms out after putting a fly in his pie,12.0,B.S. Poetry,218681.0,Taylor Blackwell,spotify:track:2gzxbrAcslt92Yx1Bc1C5t,,,,178306.0
139722,I Believe in Aliens,2022-09-28T00:00:00.000Z,200632,100664,16,3908036.0,Resident Alien,2021,Noah Sorota ,2021-01-27,Syfy,252,96580,tt8690918,Returning Series,1865154,606192.0,,122858,2,Bilgewater,25196.0,Brown Bird,https://music.apple.com/us/album/bilgewater/432259140?i=432259147,681240.0,"Asta is shopping with Jay, Ben is outside again, Joseph gets hired at sheriffs office, and Darcy gets caught up on everything alien",,I Forgive It All,27474.0,Mudcrutch,spotify:track:0GymDeMvuzY0GxLYcjsunB,,,,178306.0
139722,I Believe in Aliens,2022-09-28T00:00:00.000Z,200632,100664,16,3908036.0,Resident Alien,2021,Noah Sorota ,2021-01-27,Syfy,252,96580,tt8690918,Returning Series,1865154,606192.0,,122858,2,Bilgewater,25196.0,Brown Bird,https://music.apple.com/us/album/bilgewater/432259140?i=432259147,681241.0,Robert gets abducted again,,Hitchin' A Ride,127153.0,Vanity Fare,spotify:track:1d3nxjsN3bBl4bP2UPuVl8,,,,178306.0
150201,The Shape of Power,2023-05-12T00:00:00.000Z,202093,101312,9,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,239358.0,Allie has a nightmare.,1.0,you should see me in a crown,27171.0,Billie Eilish,spotify:track:3XF5xLJHOQQRbWya6hBp7d,https://geo.music.apple.com/us/album/you-should-see-me-in-a-crown/1411051571?i=1411052214,,,122858.0
150201,The Shape of Power,2023-05-12T00:00:00.000Z,202093,101312,9,,The Power,2023,Morgan Kibby,2023-03-30,Amazon,56,95558,tt10369484,Returning Series,471879,,,122858,1,,,,,669970.0,End credits.,52.0,New World,137484.0,Jamra,,,,,175767.0
150472,Omelette,2023-06-22T00:00:00.000Z,202138,101101,9,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,670967.0,Intro song.,1.0,The Day The World Went Away,697.0,Nine Inch Nails,spotify:track:44sz0rNbTA687rs9CYi0IN,https://music.apple.com/us/album/the-day-the-world-went-away/1440836334?i=1440836343,,,175767.0
150472,Omelette,2023-06-22T00:00:00.000Z,202138,101101,9,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,243247.0,Carmy experiences a panic attack before the opening day.,3.0,Strange Currencies - Remastered 2013,402.0,R.E.M.,spotify:track:4ymd3iAOgswyIZFHdwTILF,https://geo.music.apple.com/us/album/strange-currencies/1096440988?i=1096441066,,,46424.0
150472,Omelette,2023-06-22T00:00:00.000Z,202138,101101,9,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,42259.0,Carmy and the other chefs prepare their first meals at the new location.,12.0,New Noise,15966.0,Refused,spotify:track:35iLpqqQg4KrfYAzbvN1vH,https://music.apple.com/us/album/new-noise/1485033034?i=1485033130,,,46424.0
150472,Omelette,2023-06-22T00:00:00.000Z,202138,101101,9,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,670968.0,Carmy requests Sydney's assistance in fixing up one of the tables.,29.0,"Come Back (Live in Chicago, 5/16/2006)",1353.0,Pearl Jam,spotify:track:0JNsmnT6u3pzClYpSHVcyG,https://music.apple.com/us/album/come-back-live-live/336854270?i=336854564,,,175767.0
150472,Omelette,2023-06-22T00:00:00.000Z,202138,101101,9,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,207024.0,The chefs are busy cooking in the final minutes before the grand opening.,35.0,If You Want Blood (You've Got It),546.0,AC/DC,spotify:track:7zscdQe9CjzXnqT3P1Ey7K,https://geo.music.apple.com/us/album/if-you-want-blood-youve-got-it/id574043989?i=574044360,,,43497.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,41870.0,Conrad comes out after the exam,1.0,Found Out About You,6197.0,Gin Blossoms,spotify:track:2zrnnRRjAGpAMhuA8QpAFz,https://geo.music.apple.com/us/album/found-out-about-you/id2559423?i=2559378,,,5.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,688803.0,"Belly, Conrad and Jeremiah ride in the car",8.0,Happy Together,221028.0,FLOOR CRY,spotify:track:562I30eTR14zkJUpbhyJen,,,,122858.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,693789.0,Laurel comes to the writers party,27.0,I Can't Help But Feel,197313.0,Surfaces,spotify:track:4zgGNKt9YQGUQHRu9FgZPM,,,,180116.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,693790.0,Belly tries to fall asleep and turns over in bed,29.0,How to disappear,9254.0,Lana Del Rey,spotify:track:4qUtC2BwFC154Ha8YQRrkk,,,,180116.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,693791.0,Belly's flashback of visiting Susannah during her illness,36.0,Bigger Than The Whole Sky,5221.0,Taylor Swift,spotify:track:0BiqmkasE5FdrChwKfVp8X,,,,180116.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,693792.0,Steven listens to Milo's diss on him,38.0,Getting Even With Steven (from the Amazon Original - The Summer I Turned Pretty),222465.0,Milo,spotify:track:3Nqqsq11jozi0KjffQYcqV,,,,180116.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,693793.0,"Belly wakes up, does her morning routine, and tries to find Jeremiah.",40.0,Nobody Sees Me Like You Do,131368.0,Japanese Breakfast,spotify:track:3vGsonmcc2Y7x8BZYKnjhi,,,,180116.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,632459.0,Belly and Jeremiah kiss,43.0,XO,9255.0,Beyoncé,spotify:track:40xhyfAPDoMtv494MfPevP,,,,171889.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,614383.0,The conversation between Belly and Conrad,45.0,exile (feat. Bon Iver),5221.0,Taylor Swift,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,https://music.apple.com/us/album/exile-feat-bon-iver/1524801260?i=1524801587,,,122858.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,627270.0,Steven and Taylor made up,49.0,claws,12634.0,Charli XCX,spotify:track:7Dexi5Z2IowCkHrnzlWysc,https://music.apple.com/us/album/claws/1513162098?i=1513162388,,,5.0
222027,Love Triangle,2023-08-17T00:00:00.000Z,202537,101042,8,4416072.0,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,668158.0,Belly plays a game after returning to the volleyball team,54.0,Love Again,132848.0,Dua Lipa,spotify:track:4rPkN1FMzQyFNP9cLUGIIB,https://music.apple.com/us/album/love-again/1538003494?i=1538004007,,,175767.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,11076.0,"Natalie walks around the tables, ensuring everything is in order.",2.0,Supernova,3023.0,Liz Phair,spotify:track:0xQ8FPMnv2mG9VhTgpxn2R,http://geo.music.apple.com/us/album/supernova/id18624105?i=18624078,,,5.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,670969.0,Natalie expresses gratitude to Pete for his support.,7.0,Velouria,128.0,Pixies,spotify:track:0lBO2VOhlNNx879Fjd9XY3,https://music.apple.com/us/album/velouria/1025319099?i=1025319106,,,175767.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,670970.0,"Neil and Natalie address and resolve the bathroom issue.

",8.0,Vega-Tables,866.0,Brian Wilson,spotify:track:4Sz3xCdgZiFcz1819gzkgV,https://music.apple.com/us/album/vega-tables/24245496?i=24245533,,,175767.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,652117.0,Carmy and Sydney engage in an argument over a cold meal.,10.0,Spiders (Kidsmoke),2181.0,Wilco,spotify:track:5VT6IkQWpeXhWa7ZWjKDQp,https://music.apple.com/us/album/spiders-kidsmoke/926191591?i=926191606,,,171889.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,670971.0,"Richie reads the orders aloud to the chefs.
",14.0,Animal - Remastered,1353.0,Pearl Jam,spotify:track:2EzaNI2kE2AoBfJ8mRZLSJ,,,,175767.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,613535.0,"Neil extends his congratulations to Pete regarding his and Natalie's pregnancy.

",18.0,I Think I Need a New Heart,8811.0,The Magnetic Fields,spotify:track:0g7waQsc8WWxchFAHfRhFt,https://music.apple.com/us/album/i-think-i-need-a-new-heart/15224879?i=15224756,,,144408.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,674062.0,Pete talks to Donna outside the restaurant.,18.0,Hope We Can Again,697.0,Nine Inch Nails,spotify:track:4qobOJfBSSVkUGM2pAJBiX,https://music.apple.com/us/album/hope-we-can-again/1504272133?i=1504272610,,,177225.0
150473,The Bear,2023-06-22T00:00:00.000Z,202138,101101,10,,The Bear,2022,J.A.Q.,2022-06-23,Hulu,137,136315,tt14452776,Returning Series,2235194,,,171889,2,,,,,670973.0,Carmy breaks down in tears while trapped inside the walk-in refrigerator.,36.0,Half A World Away,402.0,R.E.M.,spotify:track:0mglqLULsaV6sIYnQpXSY7,https://music.apple.com/us/album/half-a-world-away/1440945025?i=1440945402,,,175767.0
152063,Love Fest,2023-08-04T00:00:00.000Z,202537,101042,6,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,266225.0,Belly playfully shoves Jeremiah into the swimming pool.,11.0,Delicate,5221.0,Taylor Swift,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,https://music.apple.com/us/album/delicate/1440933849?i=1440934254&uo=4,,,5.0
152063,Love Fest,2023-08-04T00:00:00.000Z,202537,101042,6,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672731.0,"Conrad enters the store to purchase alcohol, but Jumper refuses him due to being underage.",14.0,Tonight (feat. Ezra Koenig),1111.0,Phoenix,spotify:track:2Xl9SgLTp16bHEVdmUuJPi,https://music.apple.com/us/album/tonight-feat-ezra-koenig/1638412765?i=1638412770,,,5.0
152063,Love Fest,2023-08-04T00:00:00.000Z,202537,101042,6,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,631708.0,Belly convinces Jumper to sell her beer.,17.0,Oh Boy,202909.0,Cam’ron,spotify:track:4gdQ8QShlC3toP9Mkc8DwB,https://music.apple.com/us/album/oh-boy-feat-juelz-santana/1440927781?i=1440928269,,,144408.0
152063,Love Fest,2023-08-04T00:00:00.000Z,202537,101042,6,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672732.0,"Belly glides around the party on roller skates, serving alcohol to the guests.",31.0,Doin' Time,816.0,Sublime,spotify:track:4eamJr2k9YDH8j58RSTmSc,https://music.apple.com/us/album/doin-time/1440654069?i=1440654461,,,5.0
152063,Love Fest,2023-08-04T00:00:00.000Z,202537,101042,6,,The Summer I Turned Pretty,2022,Zachary Dawes,2022-06-16,Amazon,145,194766,tt14016500,Returning Series,2025016,,,171889,2,,,,,672733.0,"Jumper requests Cam to play German house music, but Cam declines the request.",34.0,New Gold (feat. Tame Impala and Bootie Brown),1777.0,Gorillaz,spotify:track:60SvhHtwefT0e2G7i7kOH3,https://music.apple.com/us/album/new-gold-feat-tame-impala-and-bootie-brown/1673502694?i=1673504090,,,5.0
