movie_title,slug,whatsong_movie_id,whatsong_movie_relevance_score,release_year,entry_id,scene_description,mins_into_movie,in_trailer,whatsong_song_id,song_title,whatsong_artist_id,artist_name,song_artist_slug,song_spotify_uri,song_apple_music_url,whatsong_contributor_user_id
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,10098,Playing while the witches are dancing at Rumpel's castle.,27.0,,9256,Rumpel's Party Palace,5574,Mike Simpson,Mike-Simpson,spotify:track:2a4V0TAOJ1p8HLTgdw0Rma,https://geo.music.apple.com/us/album/rumpels-party-palace/372087889?i=372087908,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,10731,"Song when Shrek flies away on the broom after escaping from the castle.
",31.0,,18290,Click Click,9526,Light FM & Lloyd Hemmings,Light-FM-and-Lloyd-Hemmings,,https://geo.music.apple.com/us/album/click-click/id372087889?i=372087910,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,10106,The pied piper makes the witches dance to his flute.,52.0,,12864,Sure Shot,452,Beastie Boys,Beastie-Boys,spotify:track:1WrcUjLuMg6j1ap3vOHt6C,http://geo.music.apple.com/us/album/sure-shot/id16581147?i=16580783,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,10105,Donkey is performing his eye tricks for the Ogres.,53.0,,4164,These Eyes,189,The Guess Who,The-Guess-Who,spotify:track:4D9cwfQ6nE28drKqlmVf1V,https://geo.music.apple.com/us/album/these-eyes/id258602681?i=258602723,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,10104,Shrek and Fiona practice fighting/sparring together.,55.0,,9259,Darling I Do,5576,Landon Pigg and Lucy Schwartz,Landon-Pigg-and-Lucy-Schwartz,,https://geo.music.apple.com/us/album/darling-i-do/id372087889?i=372087916,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,10107,Donkey tries to woo the dragon.,74.0,,4440,Hello,2160,Lionel Richie,Lionel-Richie,spotify:track:7BwzxewO51uEBAPxqcNFII,https://geo.music.apple.com/us/album/hello/id2872246?i=2872181,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,4492,"Last song at end of movie. First song during end credits.
",81.0,,19296,I'm a Believer,275,Weezer,Weezer,spotify:track:0DWuuG2T4j4CdX03Ovwo0p,https://geo.music.apple.com/us/album/im-a-believer/id372087889?i=372087939,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,9294,"2nd song in the end credits.
",82.0,,56153,For Once In My Life,205,Stevie Wonder,Stevie-Wonder,spotify:track:4kP69y3GKHi9tXckfgp4bK,https://geo.music.apple.com/us/album/for-once-in-my-life/id933020048?i=933020052,5.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,10112,3rd song in end credits.,84.0,,73617,Right Back Where We Started From,2052,Maxine Nightingale,Maxine-Nightingale,spotify:track:6208B8Utmd2fTqgGMjeNr6,https://geo.music.apple.com/us/album/right-back-where-we-started/id142004098?i=142004505,46424.0
Shrek Forever After,Shrek-Forever-After,608,28.439293,2010,11003,Shrek and Fiona sparring together.,147.0,,18050,Shake Your Groove Thing,9469,Dino Fekaris and Freddie Perren ,Dino-Fekaris-and-Freddie-Perren,,,5.0
Tangled,Tangled,740,15.579276,2010,13627,"First song as the Mother Gothel sings to the golden flower. Gothel steals Rapunzel as a child.
",1.0,,13094,Prologue,7772,Donna Murphy & Delaney Stein,Donna-Murphy-and-Delaney-Stein,,https://geo.music.apple.com/us/album/prologue/402057913?i=402057942,5.0
Tangled,Tangled,740,15.579276,2010,11950,Rapunzel sings in the morning as she cleans her tower with Pascal her chameleon.,5.0,,11138,When Will My Life Begin,2551,Mandy Moore,Mandy-Moore,spotify:track:03xWMkKEbeO4SnylA53ipj,https://geo.music.apple.com/us/album/when-will-my-life-begin/402057913?i=402057920,5.0
Tangled,Tangled,740,15.579276,2010,11953,Rapunzel's mother sings her this song after Rapunzel asks to leave her tower to see the stars.,12.0,,11141,"Mother Knows Best - From ""Tangled""/Soundtrack Version",6485,Donna Murphy,Donna-Murphy,spotify:track:1lOSxJNCLvWm2bYaTcTSmK,https://geo.music.apple.com/us/album/mother-knows-best/402057913?i=402057924,5.0
Tangled,Tangled,740,15.579276,2010,11959,Flynn is chased through the forrest as they try to retrieve his satchel.,16.0,,11143,Flynn Wanted,4898,Alan Menken,Alan-Menken,spotify:track:1SXFxvWznh5dFziiDGfqx7,https://geo.music.apple.com/us/album/flynn-wanted/402057913?i=402057940,5.0
Tangled,Tangled,740,15.579276,2010,11951,Rapunzel looks out of her tower after Flynn promises her to take her to the lights. She jumps out and falls down her hair onto grass for the first time.,29.0,,11140,When Will My Life Begin (Reprise 2),2551,Mandy Moore,Mandy-Moore,spotify:track:35w38Hi0JLsQMXJHAOobpd,https://geo.music.apple.com/us/album/when-will-my-life-begin-reprise/id402057913?i=402057926,5.0
Tangled,Tangled,740,15.579276,2010,11956,The thugs sing this song in the pub after they try to abduct Flynn. Rapunzel saves him and asks them if they've ever had a dream.,38.0,,11142,I've Got a Dream,2551,Mandy Moore,Mandy-Moore,spotify:track:7ipLJVvOfLSBfexKm7HeAU,https://geo.music.apple.com/us/album/ive-got-a-dream/402057913?i=402057928,5.0
Tangled,Tangled,740,15.579276,2010,11963,Flynn/Eugene and Rapunzel escape from the prison guards and the horse. ,46.0,,11149,"Escape Route - From ""Tangled""/Score",4898,Alan Menken,Alan-Menken,spotify:track:3a0OBRF0dV744Zca1VfHfb,https://geo.music.apple.com/us/album/escape-route/id402057913?i=402057947,5.0
Tangled,Tangled,740,15.579276,2010,11954,Rapunzel heals Flynn's hand around the camp fire. ,51.0,,11145,Healing Incantation,2551,Mandy Moore,Mandy-Moore,spotify:track:3geYoEZ2uY6rGZjGNKmMuy,https://geo.music.apple.com/us/album/healing-incantation/402057913?i=402057939,5.0
Tangled,Tangled,740,15.579276,2010,13632,"Rapunzel tells Flynn about her life and her mother as they sit around the camp fire.
",53.0,,13096,Campfire,4898,Alan Menken,Alan-Menken,spotify:track:1qsBbLXcG9Q2ZPm82bppXR,https://geo.music.apple.com/us/album/campfire/id402057913?i=402057949,5.0
Tangled,Tangled,740,15.579276,2010,11960,Mother finds Rapunzel and she tries to take her back to the tower. Rapunzel refuses and goes back to Flynn.,56.0,,11144,"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",6485,Donna Murphy,Donna-Murphy,spotify:track:1nrXPF5szKZhHr0iANiPcS,https://geo.music.apple.com/us/album/mother-knows-best-reprise/402057913?i=402057934,5.0
Tangled,Tangled,740,15.579276,2010,11966,Mother Gossel schemes as she tries to get Rapunzel back.,58.0,,11152,"Return to Mother - From ""Tangled""/Score",4898,Alan Menken,Alan-Menken,spotify:track:1GnzhgZOzHZduxuxwQrR7s,https://geo.music.apple.com/us/album/return-to-mother/id402057913?i=402057954,5.0
Tangled,Tangled,740,15.579276,2010,11967,Rapunzel arrives in the kingdom and see's pictures of her as the 'lost princess'. She starts dancing with all the people.,61.0,,11150,"Kingdom Dance - From ""Tangled""/Score",4898,Alan Menken,Alan-Menken,spotify:track:0jkGkwy510cvhy0jYPFme4,https://geo.music.apple.com/us/album/kingdom-dance/402057913?i=402057951,5.0
Tangled,Tangled,740,15.579276,2010,11965,Flynn and Rapunzel sit and wait for the lantern light to appear in the sky.,65.0,,11151,"Waiting for the Lights - From ""Tangled""/Score",4898,Alan Menken,Alan-Menken,spotify:track:0OAnOHYJxsMtMTZ6vf14xh,https://geo.music.apple.com/us/album/waiting-for-the-lights/402057913?i=402057952,5.0
Tangled,Tangled,740,15.579276,2010,11957,Rapunzel sings this song as she watches the lanterns rise up into the sky. Flynn starts singing with her.,66.0,,5073,I See the Light,3444,Mandy Moore & Zachary Levi,Mandy-Moore-and-Zachary-Levi,spotify:track:1yh793k8lDYfXv3DhHaIXC,https://geo.music.apple.com/us/album/i-see-the-light/402057913?i=402057938,5.0
Tangled,Tangled,740,15.579276,2010,11964,Rapunzel realizes that her mother stole her as child. Continues as Flynn escapes from the prison with help from the thugs.,77.0,,11153,Realization And Escape,4898,Alan Menken,Alan-Menken,spotify:track:2ecHYT1kaLpVNBIq7c0pwj,https://geo.music.apple.com/us/album/realization-and-escape/id402057913?i=402057955,5.0
Tangled,Tangled,740,15.579276,2010,11952,Rapunzel sheds a tear onto Flynn and heals him. ,86.0,,11146,The Tear Heals,2551,Mandy Moore,Mandy-Moore,spotify:track:1I3HosEEsnZ5P4rf6uzqXM,https://geo.music.apple.com/us/album/the-tear-heals/402057913?i=402057956,5.0
Tangled,Tangled,740,15.579276,2010,11968,End of the movie as Flynn/Eugene narrates and the Kingdom celebrates.,88.0,,11154,"Kingdom Celebration - From ""Tangled""/Score",4898,Alan Menken,Alan-Menken,spotify:track:0LMQvt6yAGggdowj8hazNy,https://geo.music.apple.com/us/album/kingdom-celebration/402057913?i=402057958,5.0
Tangled,Tangled,740,15.579276,2010,11961,First song during the end credits.,89.0,,11147,Something That I Want,6486,Grace Potter,Grace-Potter,spotify:track:0Lru0VCwTa3LwgikKMGQ5I,https://geo.music.apple.com/us/album/something-that-i-want/id402057913?i=402057959,5.0
Tangled,Tangled,740,15.579276,2010,11949,,,,11139,When Will My Life Begin (Reprise 1),2551,Mandy Moore,Mandy-Moore,spotify:track:3PU3DWTTpRAB9qNH3UPLbw,https://geo.music.apple.com/us/album/when-will-my-life-begin-reprise-1/402057913?i=402057923,5.0
Tangled,Tangled,740,15.579276,2010,11958,When Gothel dosen't find Tangled,,,11148,"Horse With No Rider - From ""Tangled""/Score",4898,Alan Menken,Alan-Menken,spotify:track:1G600G7myxYyQynqLQtLm6,https://geo.music.apple.com/us/album/horse-with-no-rider/id402057913?i=402057946,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10409,Plays briefly in the fim\'s opening.,1.0,,9511,Chop and Change,1486,The Black Keys,The-Black-Keys,spotify:track:4fFuiaJPg5pa6sgcj599JR,https://geo.music.apple.com/us/album/chop-and-change/id375362499?i=375363026,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11556,Riley is walking in the rain when he gets attacked. He tries to escape but is bitten,2.0,,10627,Riley,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,spotify:track:5Bpn76F9MZKUoh6ZHjUGkz,https://geo.music.apple.com/us/album/riley/id376857850?i=376857860,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11560,"Bella and Edward are sitting in the glade, she's reading a poem. Then she refuses to marry Edward",2.0,,10628,Compromise/Bella's Theme,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,spotify:track:674kzm6B5bWSHGWDa5kQI3,https://geo.music.apple.com/us/album/compromise-bellas-theme/id376857850?i=376857910,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10414,Charlie ungrounds Bella on the condition she visits. Jacob and Edward show up in the truck when she tries to leave.,6.0,,9512,Let\'s Get Lost,5706,Beck and Bat for Lashes,Beck-and-Bat-for-Lashes,spotify:track:2MljyTUG68dRuMvAJUznhI,https://geo.music.apple.com/us/album/lets-get-lost/id375362499?i=375363040,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10411,Plays during lunch at the school cafeteria. ,8.0,,9513,How Can You Swallow So Much Sleep,5707,Bombay Bicycle Club,Bombay-Bicycle-Club,spotify:track:1sasrZMRBQVgSoVKM7IHqR,https://geo.music.apple.com/us/album/how-can-you-swallow-so-much/id375362499?i=375363564,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11562,The Cullens chase Victoria in the night forest,15.0,,16890,Victoria,5143,Alexandre Desplat,Alexandre-Desplat,spotify:track:7DBmt0c75hodrLjr5c2DsI,https://geo.music.apple.com/us/album/victoria/id338722095?i=338722136,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10417,Jacob confronts Edward at school about the vampires entering the wolves territory.,17.0,,9514,A Million Miles an Hour,43,Eastern Conference Champions,Eastern-Conference-Champions,spotify:track:4QHEYaUomg0BhRyhg9muOV,https://geo.music.apple.com/us/album/a-million-miles-an-hour/id375362499?i=375363100,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10415,Bella gets on the back of Jacobs motorbike and they drive off as Edward  watches.,19.0,,9515,Jonathan Low,91,Vampire Weekend,Vampire-Weekend,spotify:track:7jR5AKaaT5f4WhyxlKBeQl,https://geo.music.apple.com/us/album/jonathan-low/id375362499?i=375363062,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11563,Jacob tells Bella about imprinting,22.0,,10630,Imprinting,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,spotify:track:38G7TWmubBLubv6TeEdlGm,https://geo.music.apple.com/us/album/imprinting/id376857850?i=376857920,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11558,Edward feels someone's been in Bella's room. The Cullens decide how to act further,27.0,,10631,The Cullens Plan,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,spotify:track:2zw0G4bJUvZ5nvQgamQZpu,,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10418,Bella and Edward are driving up to the treaty line to meet Jacob,29.0,,9519,Atlas,5708,Fanfarlo,Fanfarlo,spotify:track:2hK8beRfVFsVfJewTIj9gt,https://geo.music.apple.com/us/album/atlas-time-space-machine-remix/id375362499?i=375363653,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10423,Edward drives away after dropping Bella off with Jacob.,30.0,,9520,The Line,5709,Battles,Battles,spotify:track:4SdD7VBJ3BDX2x2VOLh9gn,https://geo.music.apple.com/us/album/the-line-bonus-track/id375362499?i=375363486,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,10416,Bella and Edward are lying in bed together talking about what to tell people if Bella chooses to be a vampire. They kiss.,35.0,,9516,Life on Earth,1057,Band of Horses,Band-of-Horses,spotify:track:0talXcrS5JRnYLFEq5BAQG,https://geo.music.apple.com/us/album/life-on-earth/id375362499?i=375363225,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11561,Jacob declares his love for Bella and kisses her. She punches him but brakes her hand ,40.0,,10632,First Kiss,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,spotify:track:6zpBzEHqEQRWIJztVS8rXd,https://geo.music.apple.com/us/album/first-kiss/id376857850?i=376857926,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11559,Rosalie tells Bella her unhappy story,44.0,,10633,Rosalie,3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,spotify:track:7kLPtUQwcaRhgq91ssZpCp,https://geo.music.apple.com/us/album/rosalie/id376857850?i=376857937,5.0
The Twilight Saga: Eclipse,The-Twilight-Saga-Eclipse,624,30.658295,2010,11567,Riley warns the newborns about controlling themselves. The Volturi watch them,48.0,,10634,"Decisions, Decisions",3635,Howard Shore & Ray Chen,Howard-Shore-and-Ray-Chen,spotify:track:69LFyZ8WhTSRfULod0O3Rz,https://geo.music.apple.com/us/album/decisions-decisions.../id376857850?i=376857940,5.0
